block,label,method,round,n,f1_mean,f1_std,f1_var,ci_low,ci_high,bytes_cum_mean
heterogeneous,fast50,DFedSAM,27,8,0.35380739337098244,0.023073736712131178,0.00053239732586075,0.3378181095884507,0.36979667715351416,6333600.0
heterogeneous,fast50,DFedSAM,28,8,0.3561309482682724,0.024970206258148987,0.0006235112005745028,0.33882747813896374,0.37343441839758107,6786000.0
heterogeneous,fast50,DFedSAM,29,8,0.351160147620337,0.025780460519171437,0.0006646321445805571,0.3332951999342232,0.3690250953064508,7254000.0
heterogeneous,fast50,DFedSAM,30,8,0.3627033977399664,0.023068200922853298,0.0005321418938171298,0.34671795006368955,0.37868884541624326,7737600.0
heterogeneous,fast50,DFedSAM,31,8,0.3599835884652298,0.02252349673440071,0.0005073079051445595,0.34437560153384056,0.3755915753966191,8236800.0
heterogeneous,fast50,DFedSAM,32,8,0.3540852658190893,0.017786919500698224,0.00031637450532431876,0.3417595594516336,0.36641097218654495,8751600.0
heterogeneous,fast50,DFedSAM,33,8,0.3530172749257454,0.02912973459251157,0.0008485414374301651,0.3328313987185067,0.37320315113298413,9282000.0
heterogeneous,fast50,DFedSAM,34,8,0.3546377656212909,0.025647483129079086,0.0006577933908563963,0.3368649665651703,0.3724105646774115,9828000.0
heterogeneous,fast50,DFedSAM,35,8,0.3538895855183107,0.027562690515160335,0.0007597019084345095,0.334789615454715,0.3729895555819064,10389600.0
heterogeneous,fast50,DFedSAM,36,8,0.35784814463287073,0.028633956204701848,0.0008199034479327835,0.3380058253204183,0.3776904639453232,10966800.0
heterogeneous,fast50,DFedSAM,37,8,0.3524300022719068,0.03788119673315559,0.0014349850659360378,0.3261796722042203,0.3786803323395933,11559600.0
heterogeneous,fast50,DFedSAM,38,8,0.36089499034255806,0.03266630493157077,0.001067087477882365,0.33825839592380524,0.3835315847613109,12168000.0
heterogeneous,fast50,DFedSAM,39,8,0.35344439847976483,0.03308736401161531,0.0010947736572371359,0.33051602500484795,0.3763727719546817,12792000.0
